,title,Author,Genre,Like,Url
748,Whale Star: The Gyeongseong Mermaid,Na Yoonhee,Drama,1500000.0,https://www.webtoons.com/en/drama/whale-star-the-gyeongseong-mermaid/list?title_no=3237
749,Floating in My Mind,hcy,Supernatural,499676.0,https://www.webtoons.com/en/supernatural/floating-in-my-mind/list?title_no=3485
750,Spirit Fingers,Han Kyoung Chal,Drama,5500000.0,https://www.webtoons.com/en/drama/spirit-fingers/list?title_no=1577
751,Her Bucket List,Yellow sheep / So-p,Romance,1200000.0,https://www.webtoons.com/en/romance/her-bucket-list/list?title_no=2564
752,Let Me Stay Over Tonight!,Yunana / Heabun,Romance,1900000.0,https://www.webtoons.com/en/romance/let-me-stay-over-tonight/list?title_no=2683
753,Yumi's Cells,Donggeon Lee,Slice of life,19500000.0,https://www.webtoons.com/en/slice-of-life/yumi-cell/list?title_no=478
754,My Universe,gongyi / moonkyoung kim,Romance,1100000.0,https://www.webtoons.com/en/romance/my-universe/list?title_no=3113
755,Witch Creek Road,Garth the Geek / Kenan Halilovic,Horror,1800000.0,https://www.webtoons.com/en/horror/witch-creek-road/list?title_no=1453
756,TACIT,KimDazzi,Action,1100000.0,https://www.webtoons.com/en/action/tacit/list?title_no=3178
757,My Boo,Jeongseo,Supernatural,3100000.0,https://www.webtoons.com/en/supernatural/my-boo/list?title_no=1185
758,When the Day Comes,OMYO,Heartwarming,1500000.0,https://www.webtoons.com/en/heartwarming/when-the-day-comes/list?title_no=2620
759,Publishing Love,Rosa / Song Yi,Romance,306016.0,https://www.webtoons.com/en/romance/publishing-love/list?title_no=4218
760,The QUEENS,Chungmin / Lee Soo hyon,Action,81206.0,https://www.webtoons.com/en/action/the-queens/list?title_no=4076
761,Finding Wonderland,roousuu / WmW,Fantasy,1100000.0,https://www.webtoons.com/en/fantasy/finding-wonderland/list?title_no=2704
762,Flow,Honey B,Fantasy,3000000.0,https://www.webtoons.com/en/fantasy/flow/list?title_no=101
763,100,Hyeong Eun / Yunyeol Choi,Action,276082.0,https://www.webtoons.com/en/action/hundred/list?title_no=3766
764,ORANGE MARMALADE,Seokwoo,Romance,5000000.0,https://www.webtoons.com/en/romance/orange-marmalade/list?title_no=97
765,No Scope,ZOYANG,Sports,5900000.0,https://www.webtoons.com/en/sports/no-scope/list?title_no=1572
766,Fluffy Boyfriend,Mihi,Supernatural,5000000.0,https://www.webtoons.com/en/supernatural/fluffy-boyfriend/list?title_no=1164
767,Mosquito Wars,JH,Sci-fi,631224.0,https://www.webtoons.com/en/sf/mosquito-wars/list?title_no=2404
768,Blue,kennsaty,Drama,295345.0,https://www.webtoons.com/en/drama/blue/list?title_no=3477
769,Rise from Ashes,Madeleine Rosca,Supernatural,4400000.0,https://www.webtoons.com/en/supernatural/rise-from-ashes/list?title_no=959
770,Rotten,GOOD GUY,Thriller,1300000.0,https://www.webtoons.com/en/thriller/rotten/list?title_no=2134
771,Savior,Junqi / Jo9,Fantasy,496535.0,https://www.webtoons.com/en/fantasy/savior/list?title_no=3413
772,Going Up,Melissaboo,Romance,622421.0,https://www.webtoons.com/en/romance/going-up/list?title_no=3364
773,The Nuna at Our Office,WasakBasak / JANE,Drama,805416.0,https://www.webtoons.com/en/drama/the-nuna-at-our-office/list?title_no=3089
774,Happiness,Jin Cheol-soo / Park Si-hyun,Action,278889.0,https://www.webtoons.com/en/action/happiness/list?title_no=4120
775,The Sound of Magic: Annarasumanara,Ilkwon Ha,Drama,1000000.0,https://www.webtoons.com/en/drama/the-sound-of-magic-annarasumanara/list?title_no=77
776,ANT,Jaehee,Thriller,158897.0,https://www.webtoons.com/en/thriller/ant/list?title_no=3482
777,The Fever King,Victoria Lee / SaraDeek,Superhero,2700000.0,https://www.webtoons.com/en/super-hero/the-fever-king/list?title_no=1659
778,Scorching Romance,Hongchi,Romance,5400000.0,https://www.webtoons.com/en/romance/scorching-romance/list?title_no=1662
779,Apocalypse Live,Cho Seok,Horror,177844.0,https://www.webtoons.com/en/horror/apocalypse-live/list?title_no=4211
780,Protect the Knight,Dalbong,Fantasy,643243.0,https://www.webtoons.com/en/fantasy/protect-the-knight/list?title_no=3384
781,Deadlife,Hooressha / Jinguk Lim,Action,553189.0,https://www.webtoons.com/en/action/deadlife/list?title_no=3922
782,Moon You,Cho Seok,Sci-fi,794999.0,https://www.webtoons.com/en/sf/moonyou/list?title_no=1340
783,Seed,Said P.,Sci-fi,3500000.0,https://www.webtoons.com/en/sf/seed/list?title_no=1480
784,Taste of Illness,Ilkwon Ha,Drama,591351.0,https://www.webtoons.com/en/drama/taste-of-illness/list?title_no=2506
785,Tenants from Another World,kiki / E-um,Fantasy,512419.0,https://www.webtoons.com/en/fantasy/tenants-from-another-world/list?title_no=3042
786,Before We Knew It,Nakano Mayaka,Romance,4700000.0,https://www.webtoons.com/en/romance/before-we-knew-it/list?title_no=1972
787,Shingi: The Spirit's Playbook,BBing / Min A,Action,134241.0,https://www.webtoons.com/en/action/shingi-the-spirits-playbook/list?title_no=4569
788,Fray,GO100,Action,350334.0,https://www.webtoons.com/en/action/fray/list?title_no=4351
789,Pyramid Game,Dalgonyak,Drama,2300000.0,https://www.webtoons.com/en/drama/pyramid-game/list?title_no=2277
790,Winter Woods,COSMOS / VAN.J,Drama,3800000.0,https://www.webtoons.com/en/drama/winter-woods/list?title_no=344
791,The Legendary Fossil,CHUNG JONG / BESI,Drama,423124.0,https://www.webtoons.com/en/drama/the-legendary-fossil/list?title_no=3212
792,Fingers,jeongsik Park / Ssuljak,Thriller,169837.0,https://www.webtoons.com/en/thriller/fingers/list?title_no=4674
793,Ghost Theater,LICO,Drama,2200000.0,https://www.webtoons.com/en/drama/ghost-theater/list?title_no=1911
794,Dark Mortal,Jeonyeok Lee,Drama,1200000.0,https://www.webtoons.com/en/drama/dark-mortal/list?title_no=2505
795,Opposite of Always,justin a. reynolds / Sharpteething,Romance,331861.0,https://www.webtoons.com/en/romance/opposite-of-always/list?title_no=2743
796,There's Love Hidden in Lies,Kawai Aporo,Romance,1500000.0,https://www.webtoons.com/en/romance/theres-love-hidden-in-lies/list?title_no=2467
797,Pie Game,BAE jin soo,Thriller,64573.0,https://www.webtoons.com/en/thriller/pie-game/list?title_no=4189
798,Loser Coin,Lee Je Hwan / Beomsik,Drama,221730.0,https://www.webtoons.com/en/drama/loser-coin/list?title_no=4177
799,No Longer A Heroine!,Maenggi Ki,Drama,4000000.0,https://www.webtoons.com/en/drama/no-longer-a-heroine/list?title_no=1264
800,She Bites!,MandaRat / NoChanJoo,Slice of life,251575.0,https://www.webtoons.com/en/slice-of-life/she-bites/list?title_no=3236
801,Land of the Crimson Moon,Park Shin / Shin Dong ku,Action,164378.0,https://www.webtoons.com/en/action/land-of-the-crimson-moon/list?title_no=4466
802,Loaf App,Yugyeong / Gulrim,Drama,275585.0,https://www.webtoons.com/en/drama/loaf-app/list?title_no=4213
803,unTouchable,massstar,Romance,6100000.0,https://www.webtoons.com/en/romance/untouchable/list?title_no=79
804,Dr. Frost,JongBeom Lee,Mystery,3500000.0,https://www.webtoons.com/en/mystery/dr-frost/list?title_no=371
805,Meow Man,Olso,Comedy,4200000.0,https://www.webtoons.com/en/comedy/meow-man/list?title_no=1677
806,Survival Log,e_no,Action,270936.0,https://www.webtoons.com/en/action/survival-log/list?title_no=4175
807,"Good Luck, Hero! ",Song Hyunju,Fantasy,459737.0,https://www.webtoons.com/en/fantasy/good-luck-hero/list?title_no=3346
808,Grasp,Jeonghoon Hwang,Thriller,307645.0,https://www.webtoons.com/en/thriller/grasp/list?title_no=2854
809,I Don't Want This Kind of Hero,samchon,Superhero,3300000.0,https://www.webtoons.com/en/super-hero/i-dont-want-this-kind-of-hero/list?title_no=98
810,Rot & Ruin,Alempe / Jonathan Maberry,Horror,1500000.0,https://www.webtoons.com/en/horror/rot-and-ruin/list?title_no=1878
811,Forest of Humans,Junho Hwang,Thriller,374032.0,https://www.webtoons.com/en/thriller/forest-of-humans/list?title_no=2922
812,Roach,NOWONE / RIGHT HAND,Horror,182031.0,https://www.webtoons.com/en/horror/roach/list?title_no=4084
813,The Secrets of the Willson Family,MILL2,Mystery,285471.0,https://www.webtoons.com/en/mystery/the-secrets-of-the-willson-family/list?title_no=4696
814,Mage & Demon Queen,Color_LES,Comedy,24800000.0,https://www.webtoons.com/en/comedy/mage-and-demon-queen/list?title_no=1438
815,Locker & Opener,Manchi / Barunflower,Mystery,661744.0,https://www.webtoons.com/en/mystery/locker-opener/list?title_no=2515
816,The Savior's Time,Song Geukjang,Thriller,479227.0,https://www.webtoons.com/en/thriller/the-saviors-time/list?title_no=2608
817,Duty After School,Ilkwon Ha,Sci-fi,501041.0,https://www.webtoons.com/en/sf/duty-after-school/list?title_no=370
818,See No Evil,Gwangtanto / Maduru,Thriller,491195.0,https://www.webtoons.com/en/thriller/see-no-evil/list?title_no=2738
819,Nano List,MIN SONGA,Sci-fi,3500000.0,https://www.webtoons.com/en/sf/nano-list/list?title_no=700
820,The Cliff,Sungdae Oh,Thriller,119869.0,https://www.webtoons.com/en/thriller/the-cliff/list?title_no=80
821,Marry Me!,Miku Yuki,Romance,2900000.0,https://www.webtoons.com/en/romance/marry-me/list?title_no=1951
822,Fake Humans,kim-badak / 0-hwan2,Thriller,316196.0,https://www.webtoons.com/en/thriller/fake-humans/list?title_no=3452
823,Epilogue,Cho Seok,Thriller,200473.0,https://www.webtoons.com/en/thriller/epilogue/list?title_no=2610
824,11 of Me,Jiae Go / Jaeyeong Yeong,Supernatural,218701.0,https://www.webtoons.com/en/supernatural/11-of-me/list?title_no=3235
825,Moonlight Beauty Parlor,Nawa,Drama,719765.0,https://www.webtoons.com/en/drama/moonlight-beauty-parlor/list?title_no=3092
826,Yuna & Kawachan,Lauren Schmidt,Drama,1900000.0,https://www.webtoons.com/en/drama/yuna-and-kawachan/list?title_no=1840
827,Not an Angel,Castella / Pyoryu,Comedy,184149.0,https://www.webtoons.com/en/comedy/not-an-angel/list?title_no=4263
828,About Death,sini / Hyeono,Drama,397693.0,https://www.webtoons.com/en/drama/about-death/list?title_no=82
829,Spells From Hell,WmW / Silke Tara,Fantasy,2800000.0,https://www.webtoons.com/en/fantasy/spells-from-hell/list?title_no=2431
830,Reunion,stephattyy,Romance,2300000.0,https://www.webtoons.com/en/romance/reunion/list?title_no=3416
831,Beetle Hands,Herhumanist,Horror,438598.0,https://www.webtoons.com/en/horror/beetle-hands/list?title_no=2247
832,The Wendybird,WmW / Thabfu,Fantasy,830794.0,https://www.webtoons.com/en/fantasy/the-wendybird/list?title_no=2546
833,FLOWAR,Hongjacga,Sci-fi,278932.0,https://www.webtoons.com/en/sf/flowar/list?title_no=2403
834,Coffin Jackson,CTK,Drama,130281.0,https://www.webtoons.com/en/drama/coffin-jackson/list?title_no=4449
835,Noise From Upstairs,Yangsong,Thriller,141761.0,https://www.webtoons.com/en/thriller/noise-from-upstairs/list?title_no=4216
836,Money Game,BAE jin soo,Thriller,290883.0,https://www.webtoons.com/en/thriller/money-game/list?title_no=3254
837,Hellbound,Choi Gyuseok / Yeon Sangho,Thriller,267784.0,https://www.webtoons.com/en/thriller/hellbound/list?title_no=3598
838,Write to Your Heart! ,vaguni,Drama,253534.0,https://www.webtoons.com/en/drama/write-to-your-heart/list?title_no=4161
839,DEAD DAYS,DEY,Horror,600239.0,https://www.webtoons.com/en/horror/dead-days/list?title_no=293
840,Our Time,seaweed candy / Leewol,Drama,501313.0,https://www.webtoons.com/en/drama/our-time/list?title_no=3600
841,Night of Silence,Dongwoo Han / Q-Ha,Thriller,117595.0,https://www.webtoons.com/en/thriller/night-of-silence/list?title_no=3765
842,Magic Soda Pop,Raúl Trevino,Supernatural,676036.0,https://www.webtoons.com/en/supernatural/magic-soda-pop/list?title_no=1947
843,Unraveling Rumors,T.GREENY / bbchu,Romance,177834.0,https://www.webtoons.com/en/romance/unraveling-rumors/list?title_no=5096
844,Romantic Graffiti,Bamsik,Romance,359668.0,https://www.webtoons.com/en/romance/romantic-graffiti/list?title_no=5049
845,Our Resident Exorcist,BaStards / Acorn nut & GB,Action,119404.0,https://www.webtoons.com/en/action/our-resident-exorcist/list?title_no=4673
846,The Badguys,Luke Lancaster / Orlando Caicedo,Superhero,340622.0,https://www.webtoons.com/en/super-hero/the-bad-guys/list?title_no=701
847,Let's Play,Leeanne M. Krecic (Mongie),Romance,42000000.0,https://www.webtoons.com/en/romance/letsplay/list?title_no=1218
848,A Fake Affair,Akiko Higashimura,Romance,224127.0,https://www.webtoons.com/en/romance/a-fake-affiar/list?title_no=2276
849,Taekwondo Kid,JUN,Sports,440324.0,https://www.webtoons.com/en/sports/taekwondo-kid/list?title_no=3310
850,Night Fishing,LICO / GOOD GUY,Thriller,65750.0,https://www.webtoons.com/en/thriller/night-fishing/list?title_no=4290
851,Lilac 200%,Uiyoung,Drama,407903.0,https://www.webtoons.com/en/drama/lilac-200/list?title_no=3116
852,Principal's Livestream,jwawind,Comedy,141045.0,https://www.webtoons.com/en/comedy/principals-livestream/list?title_no=4261
853,Arma,SGT,Superhero,1300000.0,https://www.webtoons.com/en/super-hero/arma/list?title_no=1640
854,The Golden Spoon,HD3,Drama,353955.0,https://www.webtoons.com/en/drama/the-golden-spoon/list?title_no=2565
855,Garden Club Detective Squad,52chu,Mystery,1100000.0,https://www.webtoons.com/en/mystery/garden-club-detective-squad/list?title_no=2410
856,Bloodless Wars,Tovon,Sci-fi,391269.0,https://www.webtoons.com/en/sf/bloodless-wars/list?title_no=1622
857,A Mark Against Thee,gotaeho,Drama,322242.0,https://www.webtoons.com/en/drama/a-mark-against-thee/list?title_no=4119
858,The Weight of Our Sky,Hanna Alkaf / Nisrina A.N.,Historical,1200000.0,https://www.webtoons.com/en/historical/the-weight-of-our-sky/list?title_no=1739
859,Spring Once Again,2Hing,Drama,185060.0,https://www.webtoons.com/en/drama/spring-once-again/list?title_no=4262
860,Island,Inwan Youn / Kyungil Yang,Action,97860.0,https://www.webtoons.com/en/action/island/list?title_no=3923
861,This Magical Moment,Na Yoonhee,Supernatural,690610.0,https://www.webtoons.com/en/supernatural/this-magical-moment/list?title_no=2563
862,Your Letter,Hyeon A Cho,Drama,1200000.0,https://www.webtoons.com/en/drama/your-letter/list?title_no=1540
863,God of Bath,Ilkwon Ha,Comedy,316164.0,https://www.webtoons.com/en/comedy/god-of-bath/list?title_no=91
864,Love Falls Like Rain,Yeri,Romance,640098.0,https://www.webtoons.com/en/romance/love-falls-like-rain/list?title_no=2856
865,Witch Hunt,SSO PARK,Supernatural,1100000.0,https://www.webtoons.com/en/supernatural/witch-hunt/list?title_no=363
866,The Girl Who Sees Smells ,Maanchwee,Fantasy,884478.0,https://www.webtoons.com/en/fantasy/the-girl-who-sees-smells/list?title_no=2559
867,Red Compass,Frank Calicó,Action,65007.0,https://www.webtoons.com/en/action/red-compass/list?title_no=3761
868,The Aftermath,Bongsoo,Drama,200648.0,https://www.webtoons.com/en/drama/the-aftermath/list?title_no=3344
869,American Road Trip,Patrick Flores-Scott / Little Corvus,Drama,358174.0,https://www.webtoons.com/en/drama/american-road-trip/list?title_no=2209
870,Maya's World,Tupaikidal,Drama,343798.0,https://www.webtoons.com/en/drama/mayas-world/list?title_no=3200
871,R-X: RAYER HUNTER,Gyoc / Hanga,Sci-fi,123395.0,https://www.webtoons.com/en/sf/r-x-rayer-hunter/list?title_no=3480
872,The Artist Salieri,Baekwondal,Drama,60052.0,https://www.webtoons.com/en/drama/the-artist-salieri/list?title_no=4492
873,SOUL CARTEL,Haram / Youngji Kim,Fantasy,1400000.0,https://www.webtoons.com/en/fantasy/soul-cartel/list?title_no=72
874,Machine Uprising,Hongjacga / Tae-yul Park,Sci-fi,94107.0,https://www.webtoons.com/en/sf/machine-uprising/list?title_no=4152
875,Scroll if You Dare,Various Artists,Horror,699195.0,https://www.webtoons.com/en/horror/scroll-if-you-dare/list?title_no=4784
876,Laras's Heart,Tupaikidal,Drama,164020.0,https://www.webtoons.com/en/drama/larashati/list?title_no=3483
877,Lost in Translation,Jjolee,Drama,8500000.0,https://www.webtoons.com/en/drama/lost-in-translation/list?title_no=1882
878,The Retreats,Hyungwuk Shin / Sunhee Kim,Action,94551.0,https://www.webtoons.com/en/action/the-retreats/list?title_no=3792
879,Crown of Feathers,Nicki Pau Preto / Foxkirin,Fantasy,1200000.0,https://www.webtoons.com/en/fantasy/crown-of-feathers/list?title_no=2126
880,WEBTOON x BTS,WEBTOON,Fantasy,1300000.0,https://www.webtoons.com/en/fantasy/supercasting-bts/list?title_no=3788
881,Witch's Workshop,Sohee Park,Drama,52316.0,https://www.webtoons.com/en/drama/witchs-workshop/list?title_no=4887
882,Wumpus Wonderventures: Discord Webcomic,Merryweather,Fantasy,138167.0,https://www.webtoons.com/en/fantasy/wumpus-wonderventures-discord-webcomic/list?title_no=5291
883,The Child of a Star,Sunny,Fantasy,68520.0,https://www.webtoons.com/en/fantasy/the-child-of-a-star/list?title_no=4736
884,Meow Rangers,AHNJOO,Comedy,236497.0,https://www.webtoons.com/en/comedy/meow-rangers/list?title_no=3273
885,DEEP,TOWOO / Tae Heon Kim,Thriller,241303.0,https://www.webtoons.com/en/thriller/deep/list?title_no=364
886,Finding Fiends,LizardxLizard,Comedy,1900000.0,https://www.webtoons.com/en/comedy/finding-fiends/list?title_no=2756
887,Survival Diary,SSurplus man,Thriller,482374.0,https://www.webtoons.com/en/thriller/survival-diary/list?title_no=4676
888,Dr. Hound,Aruani / Laym,Thriller,293666.0,https://www.webtoons.com/en/thriller/dr-hound/list?title_no=3266
889,Heavenly Eats,Myoung rang / Allbba,Comedy,304288.0,https://www.webtoons.com/en/comedy/heavenly-eats/list?title_no=4356
890,Rewriting Our Love Story,choi gyeong min / young mo,Romance,616741.0,https://www.webtoons.com/en/romance/rewriting-our-love-story/list?title_no=4491
891,#Killstagram,Ryoung,Thriller,3800000.0,https://www.webtoons.com/en/thriller/killstagram/list?title_no=1971
892,Jumping Over,jonijo / suh saya,Romance,420260.0,https://www.webtoons.com/en/romance/jumping-over/list?title_no=3238
893,CODE HELIX,Nikki Dibya Wardhana / Bryan Arfiandy,Drama,181426.0,https://www.webtoons.com/en/drama/code-helix/list?title_no=3267
894,Be Still My Heart,Ilkwon Ha,Sports,75252.0,https://www.webtoons.com/en/sports/be-still-my-heart/list?title_no=4012
895,Ctrl+Z,MiTi,Thriller,677348.0,https://www.webtoons.com/en/thriller/ctrlz/list?title_no=2141
896,Ode to Our Youth,Heenari,Comedy,82699.0,https://www.webtoons.com/en/comedy/ode-to-our-youth/list?title_no=3898
897,Muted,Miranda Mundt,Supernatural,7900000.0,https://www.webtoons.com/en/supernatural/muted/list?title_no=1566
898,Pound,Tony Karnowski / Orlando Caicedo,Action,359972.0,https://www.webtoons.com/en/action/pound/list?title_no=1496
899,Horang's Nightmare,Horang,Horror,524663.0,https://www.webtoons.com/en/horror/horang-horror/list?title_no=2185
900,Killer Bang: The First Kill,doyeon kim / jinho bang,Action,78596.0,https://www.webtoons.com/en/action/killer-bang-the-first-kill/list?title_no=4174
901,Stagtown,Punko,Horror,2900000.0,https://www.webtoons.com/en/horror/stagtown/list?title_no=2532
902,Always Human,walkingnorth,Romance,2700000.0,https://www.webtoons.com/en/romance/always-human/list?title_no=557
903,Discovering Love: A Harlequin Romance Collection,Various Artists,Romance,194305.0,https://www.webtoons.com/en/romance/discovering-love-a-harlequin-romance-collection/list?title_no=3791
904,SOULWINDER,android_k05 / WmW,Thriller,517576.0,https://www.webtoons.com/en/thriller/soulwinder/list?title_no=2880
905,Unwritten Death,MaracuyasArt,Romance,850282.0,https://www.webtoons.com/en/romance/muerte-no-escrita/list?title_no=3201
906,Little Rain,Mai,Romance,703679.0,https://www.webtoons.com/en/romance/little-rain/list?title_no=2612
907,Warhaven: Vengeful,Sehoon Kim / Warhaven,Action,16248.0,https://www.webtoons.com/en/action/warhaven-vengeful/list?title_no=5724
908,Gourmet Hound,Leehama,Drama,12200000.0,https://www.webtoons.com/en/drama/gourmet-hound/list?title_no=1245
909,BOO! It's Sex,Danielle Corsetto / Monica Gallagher,Slice of life,5000000.0,https://www.webtoons.com/en/slice-of-life/boo-its-sex/list?title_no=1413
910,Unknown Caller,Various Artists,Thriller,209737.0,https://www.webtoons.com/en/thriller/ar-toon/list?title_no=775
911,Trump,Chaeeun Lee,Fantasy,1900000.0,https://www.webtoons.com/en/fantasy/trump/list?title_no=84
912,House of Stars,saltacuentos / Lion Illustration,Fantasy,897037.0,https://www.webtoons.com/en/fantasy/house-of-stars/list?title_no=1620
913,Guardians of the Video Game,Gasfard,Sci-fi,499091.0,https://www.webtoons.com/en/sf/guardians-of-the-video-game/list?title_no=368
914,"Take Me, I'm Yours",RoseBean / One Punch Rabbit,Drama,1200000.0,https://www.webtoons.com/en/drama/take-me-im-yours/list?title_no=2833
915,Deor,J.oori,Fantasy,3300000.0,https://www.webtoons.com/en/fantasy/deor/list?title_no=1663
916,Room of Swords,Toonimated,Sci-fi,6800000.0,https://www.webtoons.com/en/sf/room-of-swords/list?title_no=1261
917,Rewriting Extinction,Various Artists,Comedy,305927.0,https://www.webtoons.com/en/comedy/rewriting-extinction/list?title_no=3648
918,Harmonia,JINU / YOON,Sci-fi,311720.0,https://www.webtoons.com/en/sf/harmonia/list?title_no=3253
919,Counting Sheep,A.Rasen,Horror,363306.0,https://www.webtoons.com/en/horror/counting-sheep/list?title_no=3795
920,Distant Sky,Inwan Youn / Sunhee Kim,Horror,1800000.0,https://www.webtoons.com/en/horror/distant-sky/list?title_no=75
921,AXED,Shren Patel / Emi MG,Comedy,4000000.0,https://www.webtoons.com/en/comedy/axed/list?title_no=1558
922,Cherry Blossoms,PARK SUBONG,Romance,168512.0,https://www.webtoons.com/en/romance/cherry-blossoms/list?title_no=1005
923,THE GIRL FROM CLASS,PARK SUBONG,Drama,390526.0,https://www.webtoons.com/en/drama/the-girl-from-class/list?title_no=73
924,Console Her,AICandii,Romance,313223.0,https://www.webtoons.com/en/romance/console-her/list?title_no=3054
925,Neolithic Girl,JAEAH / GARAM HAN,Fantasy,1100000.0,https://www.webtoons.com/en/fantasy/neolithic-girl/list?title_no=2851
926,Heir's Game,suspu,Drama,5000000.0,https://www.webtoons.com/en/drama/heirs-game/list?title_no=1445
927,"Sarah, I'm Sorry: Welcome to Our Galaxy",MiTi / GUGU,Informative,176050.0,https://www.webtoons.com/en/tiptoon/sarah-im-sorry-welcome-to-our-galaxy/list?title_no=3665
928,The Vault of Horror: A Collection of Nightmares,Various Artists,Horror,357055.0,https://www.webtoons.com/en/horror/the-vault-of-horror-a-collection-of-nightmares/list?title_no=295
929,Ghost Bats,Walter Ostlie,Sci-fi,122817.0,https://www.webtoons.com/en/sf/ghost-bats/list?title_no=2348
930,Branching Out,profzach,Fantasy,182136.0,https://www.webtoons.com/en/fantasy/branching-out/list?title_no=3204
931,Crumbs,Whitherling,Romance,1900000.0,https://www.webtoons.com/en/romance/crumbs/list?title_no=1648
932,The Devil is a Handsome Man,Hellothisisangle,Drama,2400000.0,https://www.webtoons.com/en/drama/the-devil-is-a-handsome-man/list?title_no=1311
933,Illustrated Internet,Dami Lee,Comedy,707664.0,https://www.webtoons.com/en/comedy/illustrated-internet/list?title_no=750
934,Noblesse: Rai's Adventure,Jeho Son / Kwangsu Lee,Action,339749.0,https://www.webtoons.com/en/action/noblesse-spin-off/list?title_no=608
935,Kids Are All Right,HP56,Drama,477934.0,https://www.webtoons.com/en/drama/kids-are-all-right/list?title_no=283
936,10th Dimension Boys,Cutbu,Comedy,1000000.0,https://www.webtoons.com/en/comedy/10th-dimension-boys/list?title_no=71
937,My Name is Benny,Sokomin,Slice of life,4700000.0,https://www.webtoons.com/en/slice-of-life/my-name-is-benny/list?title_no=1279
938,Aerial Magic,walkingnorth,Fantasy,1800000.0,https://www.webtoons.com/en/fantasy/aerial-magic/list?title_no=1358
939,Melvina's Therapy,A.Rasen,Horror,2300000.0,https://www.webtoons.com/en/horror/melvinas-therapy/list?title_no=1021
940,Love Stories,Mai Hirschfeld_ / Color_LES,Romance,41479.0,https://www.webtoons.com/en/romance/love-stories/list?title_no=5434
941,Fluidum,GirlsOnFilm / ValeriaM,Drama,1700000.0,https://www.webtoons.com/en/drama/fluidum/list?title_no=2283
942,Brutally Honest,Deya Muniz,Comedy,1300000.0,https://www.webtoons.com/en/comedy/brutally-honest/list?title_no=799
943,Shriek,Various Artists,Thriller,448848.0,https://www.webtoons.com/en/thriller/shriek/list?title_no=772
944,The Red Book,RD,Horror,523414.0,https://www.webtoons.com/en/horror/the-red-book/list?title_no=467
945,The Stories of Those Around Me,OMYO,Romance,1000000.0,https://www.webtoons.com/en/romance/the-stories-of-those-around-me/list?title_no=96
946,For the Sake of Sita,Haga,Romance,359128.0,https://www.webtoons.com/en/romance/for-the-sake-of-sita/list?title_no=349
947,It's On,Sokomin,Slice of life,579159.0,https://www.webtoons.com/en/slice-of-life/its-on/list?title_no=2958
948,Cat vs. Dog,Sen-chan,Comedy,1000000.0,https://www.webtoons.com/en/comedy/cat-vs-dog/list?title_no=2961
949,HEART Anthology,Marvin.W / caw-chan,Heartwarming,1800000.0,https://www.webtoons.com/en/heartwarming/heart-anthology/list?title_no=2191
950,Eggnoid,Archie the Redcat,Sci-fi,14800000.0,https://www.webtoons.com/en/sf/eggnoid/list?title_no=1229
951,The Strange Tales of Oscar Zahn,Tri Vuong,Fantasy,1300000.0,https://www.webtoons.com/en/fantasy/the-strange-tales-of-oscar-zahn/list?title_no=685
952,UndeadEd,Boredman,Supernatural,1300000.0,https://www.webtoons.com/en/supernatural/undeaded/list?title_no=468
953,Chiller,Various Artists,Thriller,940367.0,https://www.webtoons.com/en/thriller/chiller/list?title_no=536
954,Subtle Disaster,SUNGHO AN,Drama,208878.0,https://www.webtoons.com/en/drama/subtle-disaster/list?title_no=350
955,Salty Studio,OMYO,Romance,1100000.0,https://www.webtoons.com/en/romance/salty-studio/list?title_no=74
956,LESSA,POGO,Action,597294.0,https://www.webtoons.com/en/action/lessa/list?title_no=89
957,Smile Brush,waroo,Slice of life,446417.0,https://www.webtoons.com/en/slice-of-life/smile-brush/list?title_no=94
958,To Be Ordinary!,kkanaria,Drama,301483.0,https://www.webtoons.com/en/drama/to-be-ordinary/list?title_no=3246
959,Andy Bass,KenneDuck / Gia,Comedy,1900000.0,https://www.webtoons.com/en/comedy/andy-bass/list?title_no=2284
960,Atelier on the Sunflower Hill,Roctis Tray,Fantasy,342901.0,https://www.webtoons.com/en/fantasy/atelier-on-the-sunflower-hill/list?title_no=2883
961,Skye,Cynthia J.S.,Fantasy,641665.0,https://www.webtoons.com/en/fantasy/skye/list?title_no=2234
962,Newman,Josh Ulrich,Fantasy,2800000.0,https://www.webtoons.com/en/fantasy/newman/list?title_no=405
963,Illuminated,Rachel Song / Maria Nguyen,Informative,138795.0,https://www.webtoons.com/en/tiptoon/illuminated/list?title_no=2813
964,Live Forever,Raúl Trevino,Thriller,870014.0,https://www.webtoons.com/en/thriller/live-forever/list?title_no=1312
965,Life Outside the Circle,H-P Lehkonen,Drama,1000000.0,https://www.webtoons.com/en/drama/life-outside-the-circle/list?title_no=1260
966,Warrior of the Wild,Jinglestan / Brian Koffler,Action,620426.0,https://www.webtoons.com/en/action/warrior-of-the-wild/list?title_no=2701
967,Elf & Warrior,AC Stuart / Victor Rosas II,Fantasy,2600000.0,https://www.webtoons.com/en/fantasy/elf-and-warrior/list?title_no=908
968,The Wolfman of Wulvershire,K. Oliver,Mystery,2100000.0,https://www.webtoons.com/en/mystery/the-wolfman-of-wulvershire/list?title_no=1784
969,The World Where I Belong,GMOW,Supernatural,1000000.0,https://www.webtoons.com/en/supernatural/the-world-where-i-belong/list?title_no=1318
